Lattice Parameter	Energy
2.3799696252903852	-4410.029645045115
2.3899710540659247	-4410.045651326733
2.4099739116170036	-4410.067595677057
2.419975340392543	-4410.073820825889
2.429976769168082	-4410.077038436256
2.4399781979436215	-4410.077410279848
2.4499796267191614	-4410.075026018186
2.4599810554947004	-4410.070018851003
2.46998248427024	-4410.062497487787
2.479983913045779	-4410.052586828802
2.4899853418213187	-4410.040370004834
2.499986770596858	-4410.025991508341
