Lattice Parameter	Energy
2.3799696252903852	-4410.031586033297
2.3899710540659247	-4410.047128632892
2.3999724828414646	-4410.059281101933
2.4099739116170036	-4410.068177864666
2.419975340392543	-4410.0739612366415
2.429976769168082	-4410.076760063774
2.4399781979436215	-4410.076706457343
2.4599810554947004	-4410.0685072584965
2.46998248427024	-4410.060588745098
2.4899853418213187	-4410.037704921665
2.499986770596858	-4410.0229494114155
