Lattice Parameter	Energy
2.30001111269864	-4407.82987304351
2.3100125414741792	-4407.87386188206
2.3200139702497182	-4407.911420261869
2.3300153990252577	-4407.94301404187
2.340016827800797	-4407.9689188734055
2.3500182565763366	-4407.98940673428
2.360019685351876	-4408.004546877474
2.370021114127415	-4408.01469645243
2.3799696252903852	-4408.0200128770175
2.3899710540659247	-4408.020816837425
2.3999724828414646	-4408.017274459163
2.4099739116170036	-4408.009595950192
