30    -496.63672709 
35    -496.67962580 
40    -496.68858229 
45    -496.69105733 
50    -496.69269126 
55    -496.69420803 
60    -496.69536230 
65    -496.69605057 
70    -496.69638673 
75    -496.69654116
80    -496.69663928 
85    -496.69674747 
90    -496.69688021 
110   -496.69735621
